NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022,STATUS_ALUNO,ANO_INGRESSO,FASE_PARADA,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica
ALUNO-21,,,3.0,,,Quartzo,,,0.0,,,2.5,,,5.166666666666667,,,5.649085968379447,,,7.91667,,,5.0,,,7.03125,,,6.222216666666668,,,5.652385860342557,Desistencia,2022.0,3.0,4.438584211682038,6.458335,6.626733333333334
ALUNO-22,,,0.0,,,Topázio,,,0.0,,,10.0,,,9.25,,,8.982056590752244,,,8.000020000000001,,,7.5,,,4.6875,,,7.166665,,,8.098496318150449,Desistencia,2022.0,0.0,9.410685530250747,7.7500100000000005,5.9270825
ALUNO-23,,,1.0,,,Ametista,,,0.0,,,5.0,,,9.25,,,7.7986963456071,,,8.000020000000001,,,7.5,,,6.5625,,,8.333335,,,7.78265826912142,Desistencia,2022.0,1.0,7.349565448535699,7.7500100000000005,7.4479175
ALUNO-24,,,2.0,,,Topázio,,,1.0,,,10.0,,,6.75,,,9.320987654320987,,,10.00002,,,6.875,,,6.458333333333333,,,8.611119999999998,,,8.26975686419753,Desistencia,2022.0,2.0,8.690329218106996,8.43751,7.534726666666666
ALUNO-25,,,0.0,,,Ametista,,,0.0,,,10.0,,,9.1,,,8.346320346320347,,,7.50002,,,7.5,,,3.125,,,8.249995,,,7.95176506926407,Desistencia,2022.0,0.0,9.148773448773449,7.50001,5.6874975
ALUNO-26,,,0.0,,,Ametista,,,0.0,,,5.0,,,9.166666666666666,,,8.721340388007054,,,9.000020000000001,,,7.5,,,5.9375,,,7.083335,,,7.738020410934745,Desistencia,2022.0,0.0,7.629335684891241,8.25001,6.5104175
ALUNO-27,,,2.0,,,Ágata,,,0.0,,,5.0,,,4.583333333333333,,,6.493506493506493,,,9.000020000000001,,,7.5,,,5.625,,,7.111109999999999,,,6.350091965367965,Desistencia,2022.0,2.0,5.358946608946607,8.25001,6.368055
ALUNO-31,,,0.0,,,Ametista,,,0.0,,,10.0,,,7.466666666666667,,,7.317867317867318,,,6.91668,,,7.5,,,5.3125,,,6.666665,,,7.263157796906798,Desistencia,2022.0,0.0,8.261511328177995,7.20834,5.9895825
ALUNO-32,,,7.0,,,Ágata,,,0.0,,,5.0,,,4.0,,,8.333333333333334,,,7.91667,,,7.5,,,7.34375,,,7.75,,,6.792708666666667,Desistencia,2022.0,7.0,5.777777777777779,7.708335,7.546875
ALUNO-48,,,5.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,3.803571428571429,,,5.41667,,,6.25,,,5.625,,,4.625,,,3.914881285714285,Desistencia,2022.0,5.0,2.9345238095238098,5.833335,5.125
ALUNO-49,,,0.0,,,Topázio,,,1.0,,,5.0,,,8.166666666666666,,,10.0,,,9.50002,,,7.5,,,6.5625,,,9.250005,,,8.339586333333333,Desistencia,2022.0,0.0,7.722222222222221,8.50001,7.9062525
ALUNO-50,,,3.0,,,Quartzo,,,0.0,,,10.0,,,3.055555555555556,,,4.630580097651709,,,0.0,,,7.5,,,5.625,,,5.5833325,,,4.966393630641453,Desistencia,2022.0,3.0,5.895378551069089,3.75,5.6041662500000005
ALUNO-58,,,3.0,,,Ametista,,,0.0,,,5.0,,,6.888888888888889,,,7.991071428571429,,,7.91667,,,7.5,,,8.125,,,7.374995,,,7.305158063492064,Desistencia,2022.0,3.0,6.626653439153439,7.708335,7.7499975
ALUNO-63,,,0.0,,,Ágata,,,0.0,,,5.0,,,5.083333333333334,,,8.544103313840155,,,9.50002,,,5.625,,,5.625,,,6.91666,,,6.683821329434698,Desistencia,2022.0,0.0,6.20914554905783,7.56251,6.27083
ALUNO-64,,,3.0,,,Quartzo,,,0.0,,,5.0,,,2.833333333333333,,,3.611111111111112,,,8.75001,,,7.5,,,4.84375,,,3.8333325,,,4.664931388888889,Desistencia,2022.0,3.0,3.814814814814815,8.125005,4.3385412500000005
ALUNO-69,,,0.0,,,Ametista,,,1.0,,,5.0,,,7.883333333333333,,,7.545642763034067,,,10.00002,,,7.5,,,5.625,,,8.5,,,7.598297219273481,Desistencia,2022.0,0.0,6.809658698789133,8.75001,7.0625
ALUNO-70,,,2.0,,,Topázio,,,1.0,,,10.0,,,6.5,,,8.833333333333332,,,10.00002,,,7.5,,,6.666666666666666,,,8.61111,,,8.205557333333335,Desistencia,2022.0,2.0,8.444444444444445,8.75001,7.638888333333333
ALUNO-72,,,0.0,,,Ametista,,,0.0,,,5.0,,,8.833333333333332,,,8.602540834845735,,,7.50002,,,8.125,,,5.625,,,8.083335,,,7.728843833635814,Desistencia,2022.0,0.0,7.478624722726356,7.81251,6.8541675
ALUNO-73,,,4.0,,,Ágata,,,0.0,,,5.0,,,6.5,,,6.992521367521367,,,8.33334,,,7.5,,,6.71875,,,6.2916575,,,6.712044773504273,Desistencia,2022.0,4.0,6.164173789173788,7.91667,6.50520375
ALUNO-74,,,4.0,,,Ágata,,,0.0,,,5.0,,,6.111111111111112,,,6.25,,,7.91667,,,6.875,,,7.5,,,7.4166675,,,6.684722722222222,Desistencia,2022.0,4.0,5.787037037037037,7.395835,7.4583337499999995
ALUNO-79,,,3.0,,,Ametista,,,0.0,,,10.0,,,3.666666666666667,,,7.463924963924963,,,9.58335,,,7.5,,,7.34375,,,7.20833,,,7.110494326118326,Desistencia,2022.0,3.0,7.043530543530544,8.541675,7.27604
ALUNO-92,,,0.0,,,Ametista,,,0.0,,,5.0,,,5.416666666666666,,,9.26450742240216,,,9.50002,,,7.5,,,5.625,,,7.66666,,,7.232068817813765,Desistencia,2022.0,0.0,6.560391363022942,8.50001,6.64583
ALUNO-99,,,7.0,,,Ametista,,,0.0,,,5.0,,,7.25,,,10.0,,,8.75001,,,7.5,,,7.5,,,7.2916625,,,7.7833335,Desistencia,2022.0,7.0,7.416666666666667,8.125005,7.3958312500000005
ALUNO-101,,,3.0,,,Ametista,,,0.0,,,10.0,,,6.622222222222223,,,7.854166666666666,,,7.08333,,,6.25,,,7.65625,,,7.416665,,,7.477568777777778,Desistencia,2022.0,3.0,8.158796296296297,6.666665,7.5364575
ALUNO-107,,,0.0,,,Ágata,,,0.0,,,5.0,,,4.0,,,4.952380952380953,,,7.91668,,,7.5,,,5.625,,,8.083335,,,6.01131119047619,Desistencia,2022.0,0.0,4.650793650793651,7.70834,6.8541675
ALUNO-108,,,0.0,,,Ametista,,,0.0,,,5.0,,,8.416666666666668,,,8.565610859728508,,,9.000020000000001,,,7.5,,,5.625,,,7.666665,,,7.642290505279036,Desistencia,2022.0,0.0,7.327425842131725,8.25001,6.6458325
ALUNO-110,,,0.0,,,Ametista,,,0.0,,,10.0,,,5.5,,,6.590752242926156,,,10.00002,,,8.125,,,5.625,,,8.166665,,,7.426485448585232,Desistencia,2022.0,0.0,7.363584080975386,9.06251,6.8958325
ALUNO-114,,,0.0,,,Ametista,,,0.0,,,5.0,,,8.766666666666666,,,7.748129063918538,,,9.50002,,,7.5,,,5.3125,,,7.25,,,7.484211146117041,Desistencia,2022.0,0.0,7.171598576861734,8.50001,6.28125
ALUNO-116,,,2.0,,,Ametista,,,0.0,,,10.0,,,5.75,,,9.333333333333332,,,10.00002,,,7.5,,,6.25,,,7.61111,,,7.913890666666667,Desistencia,2022.0,2.0,8.36111111111111,8.75001,6.930555
ALUNO-119,,,3.0,,,Topázio,,,0.0,,,10.0,,,8.888888888888888,,,8.635443503864556,,,9.16668,,,6.25,,,7.34375,,,7.249995,,,8.230908478550688,Desistencia,2022.0,3.0,9.174777464251148,7.70834,7.2968725
ALUNO-121,,,2.0,,,Ágata,,,0.0,,,5.0,,,2.5,,,8.466810966810968,,,8.000020000000001,,,7.5,,,6.458333333333334,,,6.777773333333332,,,6.244752193362194,Desistencia,2022.0,2.0,5.322270322270323,7.7500100000000005,6.618053333333333
ALUNO-122,,,1.0,,,Topázio,,,0.0,,,10.0,,,8.0,,,10.0,,,9.000020000000001,,,7.5,,,6.041666666666667,,,7.055549999999999,,,8.265278666666667,Desistencia,2022.0,1.0,9.333333333333334,8.25001,6.548608333333333
ALUNO-123,,,2.0,,,Ametista,,,1.0,,,10.0,,,6.0,,,6.818181818181817,,,9.50002,,,7.5,,,6.666666666666666,,,8.444446666666668,,,7.619194363636365,Desistencia,2022.0,2.0,7.6060606060606055,8.50001,7.555556666666667
ALUNO-130,,,0.0,,,Topázio,,,0.0,,,10.0,,,9.266666666666666,,,7.489177489177488,,,9.50002,,,8.125,,,5.625,,,7.91667,,,8.259504831168831,Desistencia,2022.0,0.0,8.918614718614718,8.81251,6.770835
ALUNO-131,,,3.0,,,Ametista,,,0.0,,,10.0,,,6.75,,,8.75,,,7.91667,,,4.375,,,7.03125,,,6.95833,,,7.423958,Desistencia,2022.0,3.0,8.5,6.145835,6.99479
ALUNO-134,,,3.0,,,Ametista,,,0.0,,,5.0,,,5.75,,,9.153439153439152,,,10.00002,,,5.625,,,7.1875,,,6.624995,,,7.086938830687831,Desistencia,2022.0,3.0,6.634479717813051,7.81251,6.9062475
ALUNO-138,,,0.0,,,Topázio,,,1.0,,,5.0,,,9.65,,,9.552042160737813,,,10.00002,,,7.5,,,5.625,,,9.0,,,8.452910432147561,Desistencia,2022.0,0.0,8.067347386912603,8.75001,7.3125
ALUNO-140,,,0.0,,,Ágata,,,0.0,,,5.0,,,7.25,,,7.218567251461989,,,9.50002,,,5.625,,,5.625,,,7.416665,,,6.952048450292399,Desistencia,2022.0,0.0,6.489522417153997,7.56251,6.5208325
ALUNO-141,,,3.0,,,Ametista,,,0.0,,,10.0,,,5.166666666666667,,,8.068181818181818,,,9.58335,,,7.5,,,7.5,,,6.166660000000001,,,7.338636696969697,Desistencia,2022.0,3.0,7.744949494949495,8.541675,6.83333
ALUNO-142,,,3.0,,,Topázio,,,1.0,,,5.0,,,7.777777777777779,,,8.989820565907522,,,10.00002,,,7.5,,,7.96875,,,8.41667,,,8.083730668737061,Desistencia,2022.0,3.0,7.2558661145617664,8.75001,8.19271
ALUNO-144,,,4.0,,,Ametista,,,0.0,,,5.0,,,7.888888888888888,,,9.15703781512605,,,8.33334,,,7.5,,,8.125,,,8.208335,,,7.946686340802987,Desistencia,2022.0,4.0,7.3486422346716465,7.91667,8.166667499999999
ALUNO-148,,,1.0,,,Ametista,,,0.0,,,5.0,,,6.5,,,9.351851851851851,,,9.50002,,,7.5,,,6.041666666666667,,,8.222223333333332,,,7.618983703703704,Desistencia,2022.0,1.0,6.950617283950617,8.50001,7.131945
ALUNO-150,,,2.0,,,Topázio,,,1.0,,,5.0,,,9.0,,,9.717813051146384,,,10.00002,,,5.0,,,6.875,,,8.94445,,,8.219954610229276,Desistencia,2022.0,2.0,7.905937683715462,7.50001,7.909725
ALUNO-166,,,1.0,,,Ágata,,,0.0,,,5.0,,,4.75,,,9.03988603988604,,,9.50002,,,4.375,,,5.625,,,7.16666,,,6.641311207977208,Desistencia,2022.0,1.0,6.263295346628681,6.93751,6.39583
ALUNO-170,,,1.0,,,Ametista,,,0.0,,,5.0,,,8.25,,,8.959435626102293,,,7.50002,,,7.5,,,6.041666666666667,,,7.38889,,,7.523833791887125,Desistencia,2022.0,1.0,7.403145208700764,7.50001,6.715278333333334
ALUNO-172,,,1.0,,,Ágata,,,0.0,,,5.0,,,5.75,,,8.32010582010582,,,6.41668,,,5.0,,,5.625,,,6.94444,,,6.407077164021164,Desistencia,2022.0,1.0,6.356701940035273,5.70834,6.28472
ALUNO-175,,,4.0,,,Ametista,,,0.0,,,10.0,,,6.111111111111111,,,7.676334422657952,,,8.33334,,,7.5,,,7.5,,,7.249995,,,7.540822106753813,Desistencia,2022.0,4.0,7.929148511256354,7.91667,7.3749975
ALUNO-178,,,0.0,,,Ametista,,,0.0,,,10.0,,,3.416666666666667,,,9.547511312217194,,,8.500020000000001,,,7.5,,,5.625,,,7.249995,,,7.205336595776773,Desistencia,2022.0,0.0,7.6547259929612865,8.00001,6.4374975
ALUNO-179,,,2.0,,,Ametista,,,0.0,,,5.0,,,9.5,,,8.69949494949495,,,6.83334,,,7.5,,,6.875,,,7.111109999999999,,,7.68295498989899,Desistencia,2022.0,2.0,7.733164983164983,7.16667,6.993055
ALUNO-180,,,0.0,,,Ágata,,,0.0,,,5.0,,,3.5,,,7.916666666666666,,,9.000020000000001,,,6.25,,,5.3125,,,6.000005,,,6.039586333333334,Desistencia,2022.0,0.0,5.472222222222221,7.6250100000000005,5.6562525
ALUNO-181,,,0.0,,,Ametista,,,0.0,,,5.0,,,8.083333333333332,,,9.105915870621754,,,9.000020000000001,,,7.5,,,6.5625,,,8.333335,,,7.910768840791018,Desistencia,2022.0,0.0,7.396416401318362,8.25001,7.4479175
ALUNO-182,,,0.0,,,Ametista,,,0.0,,,10.0,,,6.0,,,6.518218623481781,,,9.50002,,,6.875,,,4.6875,,,7.41666,,,7.093227724696356,Desistencia,2022.0,0.0,7.506072874493927,8.18751,6.05208
ALUNO-191,,,1.0,,,Ágata,,,0.0,,,5.0,,,6.5,,,8.722222222222221,,,9.50002,,,5.0,,,4.375,,,6.388893333333333,,,6.709725111111111,Desistencia,2022.0,1.0,6.7407407407407405,7.25001,5.381946666666666
ALUNO-195,,,2.0,,,Ágata,,,0.0,,,5.0,,,4.833333333333333,,,8.046833064949007,,,7.50002,,,7.5,,,6.25,,,7.722223333333334,,,6.745479946323136,Desistencia,2022.0,2.0,5.960055466094114,7.50001,6.986111666666667
ALUNO-196,,,3.0,,,Ametista,,,0.0,,,5.0,,,7.055555555555554,,,8.535551619433198,,,9.16668,,,5.625,,,7.65625,,,6.95833,,,7.254680434997751,Desistencia,2022.0,3.0,6.863702391662916,7.39584,7.30729
ALUNO-203,,,2.0,,,Ametista,,,0.0,,,10.0,,,5.5,,,9.0,,,9.50002,,,6.875,,,6.25,,,5.833336666666667,,,7.329169333333334,Desistencia,2022.0,2.0,8.166666666666666,8.18751,6.041668333333334
ALUNO-204,,,1.0,,,Ágata,,,0.0,,,5.0,,,4.5,,,7.444444444444445,,,8.000020000000001,,,7.5,,,6.25,,,7.555556666666667,,,6.575002222222222,Desistencia,2022.0,1.0,5.648148148148148,7.7500100000000005,6.902778333333334
ALUNO-205,,,0.0,,,Ametista,,,0.0,,,5.0,,,9.166666666666666,,,8.262108262108262,,,8.500020000000001,,,7.5,,,5.625,,,7.583335,,,7.664923985754986,Desistencia,2022.0,0.0,7.476258309591643,8.00001,6.6041675
ALUNO-211,,,1.0,,,Ametista,,,0.0,,,5.0,,,8.416666666666668,,,8.935626102292769,,,9.000020000000001,,,7.5,,,6.25,,,8.055556666666666,,,7.856571887125221,Desistencia,2022.0,1.0,7.450764256319812,8.25001,7.152778333333333
ALUNO-214,,,2.0,,,Ágata,,,0.0,,,5.0,,,4.75,,,8.832425892317,,,9.50002,,,5.625,,,3.333333333333333,,,6.777773333333334,,,6.417875178463399,Desistencia,2022.0,2.0,6.194141964105666,7.56251,5.055553333333334
ALUNO-220,,,1.0,,,Ágata,,,0.0,,,5.0,,,3.75,,,9.326599326599329,,,9.50002,,,7.5,,,5.833333333333334,,,6.166663333333333,,,6.631987865319865,Desistencia,2022.0,1.0,6.025533108866443,8.50001,5.999998333333334
ALUNO-224,,,1.0,,,Ágata,,,0.0,,,5.0,,,3.333333333333333,,,8.607226107226108,,,9.50002,,,7.5,,,5.625,,,7.277773333333333,,,6.606168554778556,Desistencia,2022.0,1.0,5.646853146853147,8.50001,6.451386666666666
ALUNO-228,,,1.0,,,Quartzo,,,0.0,,,5.0,,,1.5,,,4.87037037037037,,,10.00002,,,6.875,,,5.625,,,6.44444,,,5.312964074074074,Desistencia,2022.0,1.0,3.7901234567901234,8.43751,6.03472
ALUNO-233,,,0.0,,,Ametista,,,0.0,,,10.0,,,6.600000000000001,,,7.287179487179487,,,9.50002,,,7.5,,,5.0,,,7.916665,,,7.560770897435898,Desistencia,2022.0,0.0,7.9623931623931625,8.50001,6.4583325
ALUNO-234,,,0.0,,,Topázio,,,0.0,,,10.0,,,9.033333333333331,,,8.697435897435899,,,9.50002,,,6.25,,,5.0,,,7.5,,,8.121155846153847,Desistencia,2022.0,0.0,9.243589743589743,7.87501,6.25
ALUNO-236,,,0.0,,,Topázio,,,0.0,,,10.0,,,8.766666666666667,,,8.958078958078957,,,8.500020000000001,,,7.5,,,5.625,,,7.5,,,8.207451124949126,Desistencia,2022.0,0.0,9.241581874915207,8.00001,6.5625
ALUNO-237,,,2.0,,,Ágata,,,0.0,,,5.0,,,4.0,,,7.230347674459984,,,9.000020000000001,,,7.5,,,6.041666666666667,,,8.111106666666666,,,6.622459534891997,Desistencia,2022.0,2.0,5.410115891486662,8.25001,7.076386666666666
ALUNO-239,,,1.0,,,Ágata,,,0.0,,,5.0,,,6.75,,,7.462962962962964,,,8.500020000000001,,,5.625,,,4.375,,,5.583325,,,6.309259592592594,Desistencia,2022.0,1.0,6.40432098765432,7.0625100000000005,4.9791625
ALUNO-244,,,0.0,,,Topázio,,,0.0,,,10.0,,,8.283333333333333,,,8.944444444444445,,,9.50002,,,7.5,,,5.3125,,,7.333335,,,8.143474555555557,Desistencia,2022.0,0.0,9.075925925925924,8.50001,6.3229175
ALUNO-245,,,0.0,,,Quartzo,,,0.0,,,5.0,,,3.8,,,5.765669515669515,,,8.500020000000001,,,7.5,,,0.0,,,6.16666,,,5.246467903133903,Desistencia,2022.0,0.0,4.855223171889839,8.00001,3.08333
ALUNO-248,,,1.0,,,Ametista,,,0.0,,,5.0,,,7.5,,,9.428571428571429,,,9.000020000000001,,,7.5,,,6.25,,,7.5,,,7.660716285714286,Desistencia,2022.0,1.0,7.30952380952381,8.25001,6.875
ALUNO-250,,,0.0,,,Topázio,,,0.0,,,10.0,,,9.25,,,9.087179487179489,,,10.00002,,,6.25,,,4.6875,,,8.0,,,8.361187897435897,Desistencia,2022.0,0.0,9.445726495726497,8.12501,6.34375
ALUNO-253,,,0.0,,,Ametista,,,0.0,,,5.0,,,6.0,,,10.0,,,9.50002,,,6.875,,,5.625,,,7.58333,,,7.416668,Desistencia,2022.0,0.0,7.0,8.18751,6.604165
ALUNO-254,,,0.0,,,Ametista,,,0.0,,,10.0,,,5.416666666666666,,,9.649122807017545,,,9.50002,,,7.5,,,5.625,,,7.499995,,,7.775658894736842,Desistencia,2022.0,0.0,8.355263157894738,8.50001,6.5624975
ALUNO-255,,,0.0,,,Topázio,,,0.0,,,10.0,,,8.366666666666667,,,9.06060606060606,,,10.00002,,,7.5,,,5.625,,,8.0,,,8.397956545454546,Desistencia,2022.0,0.0,9.142424242424243,8.75001,6.8125
ALUNO-256,,,1.0,,,Ametista,,,0.0,,,10.0,,,7.5,,,9.583333333333334,,,7.416679999999999,,,7.5,,,6.25,,,7.33333,,,8.000000666666667,Desistencia,2022.0,1.0,9.027777777777779,7.45834,6.791665
ALUNO-257,,,2.0,,,Ametista,,,0.0,,,5.0,,,8.5,,,8.585858585858585,,,9.50002,,,7.5,,,6.458333333333334,,,6.611106666666666,,,7.585228383838384,Desistencia,2022.0,2.0,7.361952861952862,8.50001,6.53472
ALUNO-264,,,1.0,,,Ametista,,,0.0,,,5.0,,,6.75,,,6.773809523809523,,,10.00002,,,7.5,,,6.25,,,7.27778,,,7.035319904761904,Desistencia,2022.0,1.0,6.174603174603174,8.75001,6.76389
ALUNO-268,,,0.0,,,Ametista,,,1.0,,,5.0,,,7.25,,,10.0,,,9.000020000000001,,,6.875,,,5.625,,,9.5,,,8.000002,Desistencia,2022.0,0.0,7.416666666666667,7.9375100000000005,7.5625
ALUNO-272,,,1.0,,,Ametista,,,0.0,,,10.0,,,6.0,,,10.0,,,9.000020000000001,,,5.0,,,6.25,,,7.5,,,7.725002,Desistencia,2022.0,1.0,8.666666666666666,7.0000100000000005,6.875
ALUNO-276,,,0.0,,,Ametista,,,0.0,,,5.0,,,8.25,,,8.95341802782819,,,8.500020000000001,,,8.125,,,5.0,,,8.0,,,7.703185605565638,Desistencia,2022.0,0.0,7.401139342609397,8.31251,6.5
ALUNO-279,,,3.0,,,Quartzo,,,0.0,,,5.0,,,4.055555555555556,,,7.024703557312253,,,7.5,,,5.0,,,6.5625,,,5.888883333333334,,,5.800078489240228,Desistencia,2022.0,3.0,5.360086370955937,6.25,6.225691666666667
ALUNO-281,,,1.0,,,Ametista,,,0.0,,,5.0,,,6.75,,,8.87962962962963,,,9.000020000000001,,,7.5,,,6.041666666666667,,,7.72222,,,7.424538592592594,Desistencia,2022.0,1.0,6.8765432098765435,8.25001,6.881943333333334
ALUNO-289,,,1.0,,,Ametista,,,0.0,,,5.0,,,7.333333333333333,,,8.015873015873016,,,8.500020000000001,,,6.875,,,6.041666666666667,,,7.388886666666667,,,7.189287269841271,Desistencia,2022.0,1.0,6.783068783068782,7.6875100000000005,6.715276666666667
ALUNO-290,,,2.0,,,Ametista,,,0.0,,,10.0,,,4.5,,,8.118686868686869,,,9.000020000000001,,,7.5,,,6.458333333333334,,,6.777773333333332,,,7.175127373737373,Desistencia,2022.0,2.0,7.53956228956229,8.25001,6.618053333333333
ALUNO-291,,,2.0,,,Ágata,,,0.0,,,5.0,,,2.0,,,10.0,,,10.00002,,,6.875,,,6.458333333333334,,,7.055553333333332,,,6.644446000000001,Desistencia,2022.0,2.0,5.666666666666667,8.43751,6.756943333333333
ALUNO-302,,,0.0,,,Ametista,,,0.0,,,10.0,,,7.033333333333333,,,8.271221532091097,,,10.00002,,,7.5,,,5.625,,,7.5,,,7.873412973084886,Desistencia,2022.0,0.0,8.434851621808143,8.75001,6.5625
ALUNO-304,,,0.0,,,Ametista,,,1.0,,,5.0,,,6.266666666666668,,,7.403337403337403,,,10.00002,,,7.5,,,5.9375,,,9.41667,,,7.461086814000815,Desistencia,2022.0,0.0,6.223334690001358,8.75001,7.677085
ALUNO-307,,,3.0,,,Ágata,,,0.0,,,10.0,,,5.333333333333333,,,5.364583333333334,,,5.41667,,,5.0,,,7.1875,,,5.999993333333334,,,6.099999,Desistencia,2022.0,3.0,6.8993055555555545,5.208335,6.593746666666667
ALUNO-308,,,0.0,,,Topázio,,,1.0,,,5.0,,,9.516666666666666,,,8.98860398860399,,,10.00002,,,7.5,,,5.625,,,8.41667,,,8.196890131054133,Desistencia,2022.0,0.0,7.835090218423552,8.75001,7.020835
ALUNO-311,,,0.0,,,Ametista,,,0.0,,,5.0,,,8.816666666666666,,,8.518518518518517,,,8.500020000000001,,,8.125,,,5.0,,,6.75,,,7.479539037037037,Desistencia,2021.0,0.0,7.445061728395061,8.31251,5.875
ALUNO-314,,,2.0,,,Ágata,,,0.0,,,5.0,,,4.666666666666667,,,8.671215074723847,,,6.41668,,,5.625,,,6.25,,,7.055553333333333,,,6.40785501494477,Desistencia,2022.0,2.0,6.112627247130171,6.02084,6.652776666666666
ALUNO-317,,,0.0,,,Ametista,,,1.0,,,5.0,,,7.583333333333334,,,6.999961778083552,,,9.50002,,,7.5,,,5.625,,,8.66667,,,7.412495022283378,Desistencia,2022.0,0.0,6.527765037138963,8.50001,7.145835
ALUNO-320,,,2.0,,,Topázio,,,0.0,,,10.0,,,7.5,,,8.222222222222223,,,10.00002,,,7.5,,,6.875,,,8.222226666666668,,,8.226391777777778,Desistencia,2022.0,2.0,8.574074074074074,8.75001,7.548613333333334
ALUNO-322,,,1.0,,,Ágata,,,0.0,,,5.0,,,3.666666666666667,,,7.222222222222222,,,9.50002,,,7.5,,,5.833333333333334,,,6.944436666666666,,,6.350000444444445,Desistencia,2022.0,1.0,5.296296296296297,8.50001,6.388885
ALUNO-325,,,0.0,,,Quartzo,,,0.0,,,5.0,,,1.666666666666667,,,4.302832244008714,,,0.0,,,4.375,,,5.0,,,6.333325,,,3.898064782135077,Desistencia,2022.0,0.0,3.6564996368917932,2.1875,5.6666625
ALUNO-326,,,0.0,,,Topázio,,,1.0,,,5.0,,,9.45,,,8.922266139657445,,,8.500020000000001,,,7.5,,,5.625,,,9.083335,,,8.15362222793149,Desistencia,2022.0,0.0,7.790755379885815,8.00001,7.3541675
ALUNO-327,,,0.0,,,Topázio,,,1.0,,,10.0,,,9.15,,,9.0,,,8.500020000000001,,,7.5,,,6.25,,,8.416665,,,8.538335,Desistencia,2022.0,0.0,9.383333333333333,8.00001,7.3333325
ALUNO-333,,,0.0,,,Ametista,,,0.0,,,10.0,,,7.683333333333334,,,7.132034632034632,,,10.00002,,,5.625,,,5.3125,,,7.33333,,,7.523491593073594,Desistencia,2022.0,0.0,8.271789321789322,7.81251,6.322915
ALUNO-334,,,0.0,,,Ágata,,,0.0,,,10.0,,,5.9,,,5.0,,,0.0,,,8.125,,,5.9375,,,8.333335,,,6.252917,Desistencia,2022.0,0.0,6.966666666666666,4.0625,7.1354175
ALUNO-347,,,0.0,,,Ametista,,,0.0,,,10.0,,,6.833333333333334,,,8.571428571428571,,,10.00002,,,5.0,,,4.0625,,,6.999995,,,7.387203380952382,Desistencia,2022.0,0.0,8.468253968253968,7.50001,5.5312475
ALUNO-350,,,0.0,,,Topázio,,,1.0,,,10.0,,,9.066666666666666,,,8.608324043106652,,,9.50002,,,7.5,,,5.625,,,8.41667,,,8.480834141954665,Desistencia,2022.0,0.0,9.224996903257773,8.50001,7.020835
ALUNO-351,,,2.0,,,Topázio,,,0.0,,,10.0,,,7.75,,,10.0,,,8.000020000000001,,,5.0,,,6.458333333333334,,,7.833336666666667,,,8.062502666666667,Desistencia,2022.0,2.0,9.25,6.5000100000000005,7.145835
ALUNO-356,,,0.0,,,Ágata,,,0.0,,,5.0,,,7.916666666666666,,,5.833333333333334,,,10.00002,,,4.375,,,5.3125,,,6.916665,,,6.602085000000001,Desistencia,2022.0,0.0,6.25,7.18751,6.1145825
ALUNO-358,,,7.0,,,Ágata,,,0.0,,,5.0,,,3.5,,,8.333333333333334,,,7.91667,,,5.0,,,6.875,,,6.33333,,,6.112499666666667,Desistencia,2022.0,7.0,5.611111111111112,6.458335,6.604165
ALUNO-360,,,3.0,,,Quartzo,,,0.0,,,10.0,,,3.833333333333333,,,5.083333333333334,,,6.66667,,,5.625,,,7.34375,,,5.95833,,,5.938541333333333,Desistencia,2022.0,3.0,6.3055555555555545,6.145835,6.65104
ALUNO-362,,,3.0,,,Ametista,,,0.0,,,10.0,,,6.111111111111112,,,9.171099744245524,,,7.5,,,7.5,,,8.28125,,,8.041667499999999,,,7.992900671071327,Desistencia,2022.0,3.0,8.427403618452212,7.5,8.16145875
ALUNO-366,,,3.0,,,Quartzo,,,0.0,,,5.0,,,3.055555555555556,,,6.851190476190476,,,5.41666,,,6.25,,,7.34375,,,5.8749925,,,5.557388706349206,Desistencia,2022.0,3.0,4.968915343915344,5.83333,6.609371250000001
ALUNO-369,,,5.0,,,Ágata,,,0.0,,,5.0,,,5.0,,,7.605800653594771,,,8.75001,,,7.5,,,5.416666666666667,,,6.499995,,,6.487826797385621,Desistencia,2022.0,5.0,5.868600217864923,8.125005,5.958330833333333
ALUNO-386,,,0.0,,,Ágata,,,0.0,,,5.0,,,4.916666666666666,,,8.69551282051282,,,8.500020000000001,,,4.375,,,5.625,,,7.91666,,,6.655769897435897,Desistencia,2022.0,0.0,6.204059829059829,6.4375100000000005,6.77083
